product_sku,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,region_almacen,is_active,anio,mes,vacaciones_o_no,es_feriado,temporada_alta,semana_del_anio,dia_del_mes,dia_de_la_semana,es_fin_de_semana,trimestre,lag_1,lag_7,lag_30,media_movil_7d,media_movil_30d,media_movil_exponencial,std_movil_30d,variacion_stock_diaria,tendencia_stock,dias_desde_ultimo_pedido,ratio_reservado_disponible,anomalia_stock,rotacion_estimada_30d,estacion_Otoño,estacion_Primavera,estacion_Verano
BCA-115,3,1112,22,1090,70,150,400,0,11.0,0.9,1000.8,Sur,1,2024,2,0,0,0,6,10,5,1,1,1022.0,999.0,592.0,1020.5714285714286,886.7,1029.4546469520365,128.83701277998074,68.0,133.8714285714285,5,0.02018348623853211,1.5779626957602793,0.37216645990752223,False,False,False
BCA-115,3,1183,24,1159,70,150,400,0,11.0,0.9,1064.7,Sur,1,2024,2,0,0,0,6,11,6,1,1,1090.0,998.0,658.0,1043.5714285714287,903.4,1061.8409852140273,130.62808485055615,69.0,140.1714285714287,2,0.02070750647109577,1.9567002018931599,0.3652866947088776,False,False,False
BCA-115,3,1173,11,1162,70,150,400,0,11.0,0.9,1055.7,Sur,1,2024,2,0,1,0,7,12,0,0,1,1159.0,992.0,727.0,1067.857142857143,917.9,1086.8807389105204,134.4589028354913,3.0,149.9571428571429,1,0.00946643717728055,1.815424600769301,0.3595162871772524,False,False,False
BCA-115,3,1166,10,1156,70,150,400,0,10.0,0.9,1049.4,Sur,1,2024,2,0,0,0,7,13,1,0,1,1162.0,969.0,717.0,1094.5714285714287,932.5333333333333,1104.1605541828903,135.72328169994364,-6.0,162.03809523809537,7,0.00865051903114187,1.6464873518215224,0.3217043179868459,False,False,False
BCA-115,3,1156,23,1133,70,150,400,0,10.0,0.9,1040.4,Sur,1,2024,2,0,0,0,7,14,2,0,1,1156.0,1043.0,709.0,1107.4285714285713,946.6666666666666,1111.3704156371678,133.70459805193627,-23.0,160.7619047619047,9,0.02030008826125331,1.3936194869001735,0.31690140845070425,False,False,False
BCA-115,3,1145,12,1133,70,150,400,0,10.0,0.9,1030.5,Sur,1,2024,2,0,0,0,7,15,3,0,1,1133.0,1030.0,774.0,1122.142857142857,958.6333333333333,1116.7778117278758,133.7832738716468,0.0,163.50952380952378,5,0.01059135039717564,1.3033517690257457,0.312945512709065,False,False,False
BCA-115,3,1136,12,1124,70,150,400,0,10.0,0.9,1022.4,Sur,1,2024,2,0,0,0,7,16,4,0,1,1133.0,1022.0,773.0,1136.7142857142858,970.3333333333334,1118.5833587959069,132.3293522664731,-9.0,166.3809523809524,9,0.010676156583629894,1.1612440024434363,0.3091721058055651,False,False,False
BCA-115,3,1125,24,1101,70,150,400,0,11.0,0.9,1012.5,Sur,1,2024,2,0,0,0,7,17,5,1,1,1124.0,1090.0,757.0,1138.2857142857142,981.8,1114.1875190969301,128.04078014175917,-23.0,156.48571428571427,5,0.021798365122615803,0.9309534030332278,0.3361173355062131,False,False,False
BCA-115,3,1194,11,1183,70,150,400,0,11.0,0.9,1074.6,Sur,1,2024,2,0,0,0,7,18,6,1,1,1101.0,1159.0,747.0,1141.7142857142858,996.3333333333334,1131.3906393226976,125.18299249177329,82.0,145.3809523809524,8,0.009298393913778529,1.4911503787460096,0.33121445299431246,False,False,False
BCA-115,3,1183,16,1167,70,150,400,0,10.0,0.9,1064.7,Sur,1,2024,2,0,0,0,8,19,0,0,1,1183.0,1162.0,738.0,1142.4285714285713,1010.6333333333333,1140.2929794920233,119.00579045121926,-16.0,131.795238095238,5,0.013710368466152529,1.313941666819664,0.296843563442066,False,False,False
BCA-115,3,1175,24,1151,70,150,400,0,10.0,0.9,1057.5,Sur,1,2024,2,0,0,0,8,20,1,0,1,1167.0,1156.0,808.0,1141.7142857142858,1022.0666666666667,1142.9697346190173,115.28523347537285,-16.0,119.64761904761906,5,0.020851433536055605,1.1183854987020165,0.2935229274019959,False,False,False
BCA-115,3,1167,24,1143,70,150,400,0,10.0,0.9,1050.3,Sur,1,2024,2,0,0,0,8,21,2,0,1,1151.0,1133.0,794.0,1143.142857142857,1033.7,1142.9773009642631,108.9100071397132,-8.0,109.44285714285706,3,0.02099737532808399,1.0035808725986626,0.2902195994969527,False,False,False
BCA-115,3,1157,13,1144,70,150,400,0,10.0,0.9,1041.3,Sur,1,2024,2,0,0,0,8,22,3,0,1,1143.0,1133.0,787.0,1144.7142857142858,1045.6,1143.2329757231973,100.1786679749803,1.0,99.11428571428587,3,0.011363636363636364,0.9822450426729128,0.2869166029074216,False,False,False
BCA-115,3,1228,15,1213,70,150,400,0,10.0,0.9,1105.2,Sur,1,2024,2,0,0,0,8,23,4,0,1,1144.0,1124.0,782.0,1157.4285714285713,1059.9666666666667,1160.674731792398,91.61067673559661,69.0,97.46190476190463,2,0.01236603462489695,1.6704748702491579,0.2830277681688103,False,False,False
BCA-115,3,1219,23,1196,70,150,400,0,11.0,0.9,1097.1,Sur,1,2024,2,0,0,0,8,24,5,1,1,1213.0,1101.0,856.0,1171.0,1071.3,1169.5060488442984,86.38971442608572,-17.0,99.70000000000005,3,0.019230769230769232,1.4434588750341601,0.3080369644357323,False,False,False
BCA-115,3,1286,10,1276,70,150,400,0,11.0,0.9,1157.4,Sur,1,2024,2,0,0,0,8,25,6,1,1,1196.0,1183.0,926.0,1184.2857142857142,1082.9666666666667,1196.1295366332238,89.6620026133904,80.0,101.31904761904752,6,0.007836990595611285,2.152900088186354,0.3047185201145003,False,False,False
BCA-115,3,1275,20,1255,70,150,400,0,10.0,0.9,1147.5,Sur,1,2024,2,0,0,0,9,26,0,0,1,1276.0,1167.0,988.0,1196.857142857143,1091.8666666666666,1210.847152474918,93.09606952454804,-21.0,104.99047619047633,9,0.01593625498007968,1.7523117159131796,0.2747588228110881,False,False,False
BCA-115,3,1266,23,1243,70,150,400,0,10.0,0.9,1139.4,Sur,1,2024,2,0,0,0,9,27,1,0,1,1255.0,1151.0,977.0,1210.0,1100.7333333333333,1218.8853643561883,94.4362340357265,-12.0,109.26666666666665,9,0.01850362027353178,1.5064839054556671,0.2725455756768215,False,False,False
BCA-115,3,1256,13,1243,70,150,400,0,10.0,0.9,1130.4,Sur,1,2024,2,0,0,0,9,28,2,0,1,1243.0,1143.0,974.0,1224.2857142857142,1109.7,1224.9140232671411,94.75818588968119,0.0,114.58571428571418,1,0.010458567980691875,1.4067386236708848,0.2703433360367667,False,False,False
BCA-115,3,1246,17,1229,70,150,400,0,10.0,0.9,1121.4,Sur,1,2024,2,0,0,0,9,29,3,0,1,1243.0,1144.0,972.0,1236.4285714285713,1118.2666666666667,1225.9355174503557,93.48868024169157,-14.0,118.16190476190468,7,0.013832384052074858,1.184457124082403,0.2682723262191487,False,False,False
BCA-115,3,1235,12,1223,70,150,400,0,10.0,0.9,1111.5,Sur,1,2024,3,0,0,0,9,1,4,0,1,1229.0,1213.0,955.0,1237.857142857143,1127.2,1225.2016380877667,90.09244294535462,-6.0,110.65714285714284,9,0.009811937857726901,1.0633522287558264,0.26614620298083747,False,True,False
BCA-115,3,1223,22,1201,70,150,400,0,11.0,0.9,1100.7,Sur,1,2024,3,0,0,0,9,2,5,1,1,1223.0,1196.0,1030.0,1238.5714285714287,1132.9,1219.151228565825,89.13505831427699,-22.0,105.67142857142858,4,0.018318068276436304,0.7640091484530073,0.2912878453526348,False,True,False
BCA-115,3,1210,18,1192,70,150,400,0,11.0,0.9,1089.0,Sur,1,2024,3,0,0,0,9,3,6,1,1,1201.0,1276.0,1009.0,1226.5714285714287,1139.0,1212.3634214243689,86.58900145176459,-9.0,87.57142857142867,2,0.015100671140939598,0.6120869753824828,0.2897278314310799,False,True,False
BCA-115,3,1281,16,1265,70,150,400,0,10.0,0.9,1152.9,Sur,1,2024,3,0,0,0,10,4,0,0,1,1192.0,1255.0,999.0,1228.0,1147.8666666666666,1225.5225660682768,85.36927224521743,73.0,80.13333333333344,1,0.012648221343873518,1.372078386669104,0.26135439656173776,False,True,False
BCA-115,3,1271,15,1256,70,150,400,0,10.0,0.9,1143.9,Sur,1,2024,3,0,0,0,10,5,1,0,1,1265.0,1243.0,998.0,1229.857142857143,1156.4666666666667,1233.1419245512075,82.7050152060307,-9.0,73.39047619047619,9,0.01194267515923567,1.2034739741644533,0.2594108491381795,False,True,False
BCA-115,3,1259,23,1236,70,150,400,0,10.0,0.9,1133.1,Sur,1,2024,3,0,0,0,10,6,2,0,1,1256.0,1243.0,992.0,1228.857142857143,1164.6,1233.8564434134055,77.82721800288662,-20.0,64.25714285714298,9,0.0186084142394822,0.9174168347807556,0.25759917568263785,False,True,False
BCA-115,3,1248,16,1232,70,150,400,0,10.0,0.9,1123.2,Sur,1,2024,3,0,0,0,10,7,3,0,1,1236.0,1229.0,969.0,1229.2857142857142,1173.3666666666666,1233.392332560054,69.38969581326424,-4.0,55.91904761904766,4,0.012987012987012988,0.8449861704412507,0.2556745547001506,False,True,False
BCA-115,3,1318,14,1304,70,150,400,0,10.0,0.9,1186.2,Sur,1,2024,3,0,0,0,10,8,4,0,1,1232.0,1223.0,1043.0,1240.857142857143,1182.0666666666666,1251.0442494200406,68.8406121781128,72.0,58.790476190476284,2,0.010736196319018405,1.7712412698750069,0.25379279228469914,False,True,False
BCA-115,3,1308,14,1294,70,150,400,0,11.0,0.9,1177.2,Sur,1,2024,3,0,0,0,10,9,5,1,1,1304.0,1201.0,1030.0,1254.142857142857,1190.8666666666666,1261.7831870650305,65.52532194573187,-10.0,63.27619047619055,2,0.010819165378670788,1.5739462282802448,0.27710910821250634,False,True,False
BCA-115,3,1378,19,1359,70,150,400,0,11.0,0.9,1240.2,Sur,1,2024,3,0,0,0,10,10,6,1,1,1294.0,1192.0,1022.0,1278.0,1202.1,1286.0873902987728,64.45546444291261,65.0,75.90000000000009,7,0.013980868285504048,2.434238917616743,0.2745195907162466,False,True,False
BCA-115,3,1370,13,1357,70,150,400,0,10.0,0.9,1233.0,Sur,1,2024,3,0,0,0,11,11,0,0,1,1359.0,1265.0,1090.0,1291.142857142857,1211.0,1303.8155427240795,66.83278154958847,-2.0,80.14285714285711,6,0.009579955784819455,2.184556689319764,0.2477291494632535,False,True,False
BCA-115,3,1360,22,1338,70,150,400,0,10.0,0.9,1224.0,Sur,1,2024,3,0,0,0,11,12,1,0,1,1357.0,1256.0,1159.0,1302.857142857143,1216.9666666666667,1312.3616570430595,69.94800203369344,-19.0,85.89047619047619,5,0.016442451420029897,1.73033295897476,0.2465145580541784,False,True,False
BCA-115,3,1349,20,1329,70,150,400,0,10.0,0.9,1214.1,Sur,1,2024,3,0,0,0,11,13,2,0,1,1338.0,1236.0,1162.0,1316.142857142857,1222.5333333333333,1316.5212427822946,72.03674030675471,-9.0,93.60952380952381,8,0.015048908954100828,1.477949532603762,0.24539208201548698,False,True,False
BCA-115,3,1420,22,1398,70,150,400,0,10.0,0.9,1278.0,Sur,1,2024,3,0,0,0,11,14,3,0,1,1329.0,1232.0,1156.0,1339.857142857143,1230.6,1336.890932086721,77.65955766389315,69.0,109.25714285714298,3,0.015736766809728183,2.1555621102620655,0.24378352023403219,False,True,False
BCA-115,3,1492,19,1473,70,150,400,0,10.0,0.9,1342.8,Sur,1,2024,3,0,0,0,11,15,4,0,1,1398.0,1304.0,1133.0,1364.0,1241.9333333333334,1370.9181990650409,87.15382094748881,75.0,122.0666666666666,1,0.012898845892735914,2.6512511345416163,0.24155885984218153,False,True,False
BCA-115,3,1560,18,1542,70,150,400,0,11.0,0.9,1404.0,Sur,1,2024,3,0,0,0,11,16,5,1,1,1473.0,1294.0,1133.0,1399.4285714285713,1255.5666666666666,1413.6886492987805,100.49453007359375,69.0,143.86190476190473,7,0.011673151750972763,2.850238049011958,0.26282953248201346,False,True,False
BCA-115,3,1549,20,1529,70,150,400,0,11.0,0.9,1394.1,Sur,1,2024,3,0,0,0,11,17,6,1,1,1542.0,1359.0,1124.0,1423.7142857142858,1269.0666666666666,1442.5164869740854,109.04979354067639,-13.0,154.64761904761917,7,0.013080444735120994,2.3836205910502373,0.2600336205085102,False,True,False
BCA-115,3,1538,23,1515,70,150,400,0,10.0,0.9,1384.2,Sur,1,2024,3,0,0,0,12,18,0,0,1,1529.0,1357.0,1101.0,1446.2857142857142,1282.8666666666666,1460.637365230564,113.16565012324125,-14.0,163.41904761904766,7,0.015181518151815182,2.0512702669099,0.23385127059190358,False,True,False
BCA-115,3,1530,23,1507,70,150,400,0,10.0,0.9,1377.0,Sur,1,2024,3,0,0,0,12,19,1,0,1,1515.0,1338.0,1183.0,1470.4285714285713,1293.6666666666667,1472.228023922923,118.63456882182349,-8.0,176.7619047619046,6,0.015262110152621102,1.7982392101389708,0.23189899510435452,False,True,False
BCA-115,3,1523,23,1500,70,150,400,0,10.0,0.9,1370.7,Sur,1,2024,3,0,0,0,12,20,2,0,1,1507.0,1329.0,1167.0,1494.857142857143,1304.7666666666667,1479.1710179421923,121.90773315216138,-7.0,190.09047619047624,9,0.015333333333333332,1.6014844036977478,0.22992616815267097,False,True,False
BCA-115,3,1514,16,1498,70,150,400,0,10.0,0.9,1362.6,Sur,1,2024,3,0,0,0,12,21,3,0,1,1500.0,1398.0,1151.0,1509.142857142857,1316.3333333333333,1483.8782634566442,123.26935277404948,-2.0,192.80952380952385,1,0.010680907877169559,1.4737374909370904,0.2279057989364396,False,True,False
BCA-115,3,1504,19,1485,70,150,400,0,10.0,0.9,1353.6,Sur,1,2024,3,0,0,0,12,22,4,0,1,1498.0,1473.0,1143.0,1510.857142857143,1327.7333333333333,1484.1586975924831,122.49839783141691,-13.0,183.12380952380954,1,0.012794612794612794,1.283826314880445,0.22594898574010847,False,True,False
BCA-115,3,1576,19,1557,70,150,400,0,11.0,0.9,1418.4,Sur,1,2024,3,0,0,0,12,23,5,1,1,1485.0,1542.0,1144.0,1513.0,1341.5,1502.3690231943624,124.3312455527144,72.0,171.5,5,0.012202954399486191,1.7332730726053214,0.24599329109206114,False,True,False
BCA-115,3,1565,14,1551,70,150,400,0,11.0,0.9,1408.5,Sur,1,2024,3,0,0,0,12,24,6,1,1,1557.0,1529.0,1213.0,1516.142857142857,1352.7666666666667,1514.526767395772,127.55787958286962,-6.0,163.37619047619046,2,0.009026434558349452,1.5540657620021703,0.2439445087844664,False,True,False
BCA-115,3,1554,13,1541,70,150,400,0,10.0,0.9,1398.6,Sur,1,2024,3,0,0,0,13,25,0,0,1,1551.0,1515.0,1196.0,1519.857142857143,1364.2666666666667,1521.145075546829,128.48559112381622,-10.0,155.59047619047624,7,0.008436080467229072,1.3755109175084292,0.21989835809225958,False,True,False
BCA-115,3,1547,17,1530,70,150,400,0,10.0,0.9,1392.3,Sur,1,2024,3,0,0,0,13,26,1,0,1,1541.0,1507.0,1276.0,1523.142857142857,1372.7333333333333,1523.358806660122,130.81625263713482,-11.0,150.40952380952376,1,0.011111111111111112,1.2021951668566857,0.21854208149191395,False,True,False
BCA-115,3,1537,16,1521,70,150,400,0,10.0,0.9,1383.3,Sur,1,2024,3,0,0,0,13,27,2,0,1,1530.0,1500.0,1255.0,1526.142857142857,1381.6,1522.7691049950913,131.57365840549767,-9.0,144.5428571428572,9,0.01051939513477975,1.0594825870873208,0.21713954834973945,False,True,False
BCA-115,3,1526,17,1509,70,150,400,0,10.0,0.9,1373.4,Sur,1,2024,3,0,0,0,13,28,3,0,1,1521.0,1498.0,1243.0,1527.7142857142858,1390.4666666666667,1519.3268287463184,130.87233403623412,-12.0,137.24761904761908,7,0.01126573889993373,0.9057172717689549,0.21575490243083856,False,True,False
BCA-115,3,1516,11,1505,70,150,400,0,11.0,0.9,1364.4,Sur,1,2024,3,0,1,0,13,29,4,0,1,1509.0,1485.0,1243.0,1530.5714285714287,1399.2,1515.745121559739,129.42616054910403,-4.0,131.37142857142862,8,0.007308970099667774,0.8174545204086437,0.2358490566037736,False,True,False
BCA-115,3,1503,14,1489,70,150,400,0,11.0,0.9,1352.7,Sur,1,2024,3,0,0,0,13,30,5,1,1,1505.0,1557.0,1229.0,1520.857142857143,1407.8666666666666,1509.058841169804,126.30361158276618,-16.0,112.99047619047633,4,0.009402283411685695,0.6423674851147636,0.23439719670423337,False,True,False
BCA-115,3,1495,14,1481,70,150,400,0,11.0,0.9,1345.5,Sur,1,2024,3,0,0,0,13,31,6,1,1,1489.0,1551.0,1223.0,1510.857142857143,1416.4666666666667,1502.044130877353,121.992010290479,-8.0,94.39047619047619,3,0.009453072248480757,0.5289963923020119,0.23297406692709557,False,True,False
BCA-115,3,1489,20,1469,70,150,400,0,8.5,0.9,1340.1,Sur,1,2024,4,0,0,0,14,1,0,0,2,1481.0,1541.0,1201.0,1500.5714285714287,1425.4,1493.7830981580146,115.29859286756742,-12.0,75.17142857142858,4,0.013614703880190605,0.37814858720851086,0.17889715167672232,False,True,False
BCA-115,3,1480,12,1468,70,150,400,0,8.5,0.9,1332.0,Sur,1,2024,4,0,0,0,14,2,1,0,2,1469.0,1530.0,1192.0,1491.7142857142858,1434.6,1487.337323618511,106.7254292161854,-1.0,57.11428571428587,5,0.008174386920980926,0.31295259475925186,0.17774989544123798,False,True,False
BCA-115,3,1471,21,1450,70,150,400,0,8.5,0.9,1323.9,Sur,1,2024,4,0,0,0,14,3,2,0,2,1468.0,1521.0,1265.0,1481.5714285714287,1440.7666666666667,1478.0029927138833,101.8198826641772,-18.0,40.80476190476202,4,0.014482758620689656,0.09068300897366746,0.17698910302385304,False,True,False
BCA-115,3,1463,17,1446,70,150,400,0,8.5,0.9,1316.7,Sur,1,2024,4,0,0,0,14,4,3,0,2,1450.0,1509.0,1256.0,1472.5714285714287,1447.1,1470.0022445354125,95.65323506975616,-4.0,25.47142857142876,6,0.011756569847856155,-0.011499872421436892,0.17621449796144012,False,True,False
BCA-115,3,1535,12,1523,70,150,400,0,8.5,0.9,1381.5,Sur,1,2024,4,0,0,0,14,5,4,0,2,1446.0,1505.0,1236.0,1475.142857142857,1456.6666666666667,1483.2516834015594,87.84560646220346,77.0,18.476190476190368,3,0.007879185817465528,0.7551127028973714,0.17505720823798626,False,True,False
BCA-115,3,1526,22,1504,70,150,400,0,9.35,0.9,1373.4,Sur,1,2024,4,0,0,0,14,6,5,1,2,1523.0,1489.0,1232.0,1477.2857142857142,1465.7333333333333,1488.4387625511695,77.2563727237854,-19.0,11.552380952380872,1,0.014627659574468085,0.49532051942797534,0.19137178204311833,False,True,False
BCA-115,3,1517,19,1498,70,150,400,0,9.35,0.9,1365.3,Sur,1,2024,4,0,0,0,14,7,6,1,2,1504.0,1481.0,1304.0,1479.7142857142858,1472.2,1490.829071913377,71.12805353726243,-6.0,7.514285714285734,6,0.012683578104138851,0.36272607947135654,0.1905311778290993,False,True,False
BCA-115,3,1509,15,1494,70,150,400,0,8.5,0.9,1358.1,Sur,1,2024,4,0,0,0,15,8,0,0,2,1498.0,1469.0,1294.0,1483.2857142857142,1478.8666666666666,1491.6218039350329,62.726408305037204,-4.0,4.41904761904766,7,0.010040160642570281,0.24125936335682346,0.1724293377811838,False,True,False
BCA-115,3,1500,21,1479,70,150,400,0,8.5,0.9,1350.0,Sur,1,2024,4,0,0,0,15,9,1,0,2,1494.0,1468.0,1359.0,1484.857142857143,1482.8666666666666,1488.4663529512745,58.50301102379464,-15.0,1.990476190476329,8,0.014198782961460446,-0.0660934642337279,0.17196421346041452,False,True,False
BCA-115,3,1573,22,1551,70,150,400,0,8.5,0.9,1415.7,Sur,1,2024,4,0,0,0,15,10,2,0,2,1479.0,1450.0,1357.0,1499.2857142857142,1489.3333333333333,1504.099764713456,54.70947300770926,72.0,9.952380952380963,3,0.014184397163120567,1.1271661611139467,0.17121754700089525,False,True,False
BCA-115,3,1565,17,1548,70,150,400,0,8.5,0.9,1408.5,Sur,1,2024,4,0,0,0,15,11,3,0,2,1551.0,1446.0,1338.0,1513.857142857143,1496.3333333333333,1515.074823535092,47.65923099306399,-3.0,17.523809523809632,8,0.010981912144702842,1.0840851937830462,0.170416573847182,False,True,False
BCA-115,3,1557,16,1541,70,150,400,0,8.5,0.9,1401.3,Sur,1,2024,4,0,0,0,15,12,4,0,2,1548.0,1523.0,1329.0,1516.4285714285713,1503.4,1521.556117651319,36.37316176181798,-7.0,13.02857142857124,2,0.010382868267358857,1.033729216234091,0.16961553811360913,False,True,False
BCA-115,3,1548,12,1536,70,150,400,0,9.35,0.9,1393.2,Sur,1,2024,4,0,0,0,15,13,5,1,2,1541.0,1504.0,1398.0,1521.0,1508.0,1525.1670882384892,30.898052611322694,-5.0,13.0,4,0.0078125,0.9062059784874373,0.1860079575596817,False,True,False
BCA-115,3,1538,23,1515,70,150,400,0,9.35,0.9,1384.2,Sur,1,2024,4,0,0,0,15,14,6,1,2,1536.0,1498.0,1473.0,1523.4285714285713,1509.4,1522.6253161788668,30.201164627001337,-21.0,14.02857142857124,5,0.015181518151815182,0.18542331294711834,0.18583543129720417,False,True,False
BCA-115,3,1532,23,1509,70,150,400,0,8.5,0.9,1378.8,Sur,1,2024,4,0,0,0,16,15,0,0,2,1515.0,1494.0,1542.0,1525.5714285714287,1508.3,1519.2189871341502,29.56716491953467,-6.0,17.271428571428714,7,0.015241882041086813,0.02367491106790438,0.16906450971292183,False,True,False
BCA-115,3,1525,17,1508,70,150,400,0,8.5,0.9,1372.5,Sur,1,2024,4,0,0,0,16,16,1,0,2,1509.0,1479.0,1529.0,1529.7142857142858,1507.6,1516.4142403506125,29.307642877483925,-1.0,22.11428571428587,6,0.011273209549071617,0.013648316982441379,0.16914300875563812,False,True,False
BCA-115,3,1518,22,1496,70,150,400,0,8.5,0.9,1366.2,Sur,1,2024,4,0,0,0,16,17,2,0,2,1508.0,1551.0,1515.0,1521.857142857143,1506.9666666666667,1511.3106802629595,29.347482219831562,-12.0,14.890476190476193,5,0.014705882352941176,-0.3736833907767383,0.16921409453869804,False,True,False
BCA-115,3,1509,19,1490,70,150,400,0,8.5,0.9,1358.1,Sur,1,2024,4,0,0,0,16,18,3,0,2,1496.0,1548.0,1507.0,1513.5714285714287,1506.4,1505.9830101972198,29.510489076206326,-6.0,7.171428571428578,9,0.012751677852348993,-0.5557346053347201,0.1692777482740308,False,True,False
BCA-115,3,1501,21,1480,70,150,400,0,8.5,0.9,1350.9,Sur,1,2024,4,0,0,0,16,19,4,0,2,1490.0,1541.0,1500.0,1504.857142857143,1505.7333333333333,1499.4872576479147,29.88360562343713,-10.0,-0.8761904761904589,9,0.01418918918918919,-0.8611187571405773,0.16935269636057734,False,True,False
BCA-115,3,1571,21,1550,70,150,400,0,9.35,0.9,1413.9,Sur,1,2024,4,0,0,0,16,20,5,1,2,1480.0,1536.0,1498.0,1506.857142857143,1507.4666666666667,1512.115443235936,30.910028875061286,70.0,-0.6095238095238074,2,0.013548387096774193,1.3760366742216112,0.18607376614187157,False,True,False
BCA-115,3,1563,18,1545,70,150,400,0,9.35,0.9,1406.7,Sur,1,2024,4,0,0,0,16,21,6,1,2,1550.0,1515.0,1485.0,1511.142857142857,1509.4666666666667,1520.336582426952,31.344287642499424,-5.0,1.6761904761904134,5,0.011650485436893204,1.1336462241098755,0.18582722374348556,False,True,False
BCA-115,3,1554,15,1539,70,150,400,0,8.5,0.9,1398.6,Sur,1,2024,4,0,0,0,17,22,0,0,2,1545.0,1509.0,1557.0,1515.4285714285713,1508.8666666666666,1525.002436820214,30.565625648169192,-6.0,6.561904761904771,8,0.009746588693957114,0.9858569126046453,0.16900101621526092,False,True,False
BCA-115,3,1545,10,1535,70,150,400,0,8.5,0.9,1390.5,Sur,1,2024,4,0,0,0,17,23,1,0,2,1539.0,1508.0,1551.0,1519.2857142857142,1508.3333333333333,1527.5018276151604,29.938250626487235,-4.0,10.952380952380963,2,0.006514657980456026,0.8907222736345848,0.16906077348066298,False,True,False
