id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,prioridad_proveedor,quantity_on_hand,quantity_reserved,quantity_available,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,last_order_date,last_stock_count_date,unit_cost,total_value,expiration_date,batch_number,warehouse_location,shelf_location,region_almacen,stock_status,is_active,last_updated_at,created_by_id,record_sequence_number,categoria_producto,subcategoria_producto,anio,mes,vacaciones_o_no,es_feriado,temporada_alta
11,2024-01-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,385,33,352,80,180,500,0,20.0,2024-01-06,2024-01-09,0.7,269.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-11,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
12,2024-01-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,365,17,348,80,180,500,0,20.0,2024-01-11,2024-01-10,0.7,255.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-12,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
13,2024-01-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,344,20,324,80,180,500,0,22.0,2024-01-10,2024-01-10,0.7,240.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-13,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
14,2024-01-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,325,28,297,80,180,500,0,22.0,2024-01-12,2024-01-11,0.7,227.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-14,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
15,2024-01-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,406,39,367,80,180,500,0,20.0,2024-01-13,2024-01-14,0.7,284.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-15,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
16,2024-01-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,389,29,360,80,180,500,0,20.0,2024-01-11,2024-01-13,0.7,272.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-16,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
17,2024-01-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,368,15,353,80,180,500,0,20.0,2024-01-14,2024-01-15,0.7,257.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-17,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
18,2024-01-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,352,25,327,80,180,500,0,20.0,2024-01-16,2024-01-17,0.7,246.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-18,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
19,2024-01-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,329,39,290,80,180,500,0,20.0,2024-01-13,2024-01-16,0.7,230.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-19,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
20,2024-01-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,406,31,375,80,180,500,0,22.0,2024-01-19,2024-01-17,0.7,284.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-20,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
21,2024-01-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,385,30,355,80,180,500,0,22.0,2024-01-18,2024-01-19,0.7,269.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-21,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
22,2024-01-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,465,26,439,80,180,500,0,20.0,2024-01-20,2024-01-19,0.7,325.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-22,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
23,2024-01-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,545,20,525,80,180,500,0,20.0,2024-01-22,2024-01-21,0.7,381.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-23,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
24,2024-01-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,526,13,513,80,180,500,0,20.0,2024-01-21,2024-01-22,0.7,368.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-24,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
25,2024-01-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,505,23,482,80,180,500,0,20.0,2024-01-21,2024-01-21,0.7,353.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-25,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
26,2024-01-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,488,11,477,80,180,500,0,20.0,2024-01-19,2024-01-23,0.7,341.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-26,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
27,2024-01-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,463,15,448,80,180,500,0,22.0,2024-01-23,2024-01-24,0.7,324.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-27,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
28,2024-01-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,438,24,414,80,180,500,0,22.0,2024-01-20,2024-01-24,0.7,306.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-28,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
29,2024-01-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,421,37,384,80,180,500,0,20.0,2024-01-25,2024-01-27,0.7,294.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-29,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
30,2024-01-30,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,401,11,390,80,180,500,0,20.0,2024-01-24,2024-01-26,0.7,280.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-30,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
31,2024-01-31,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,381,18,363,80,180,500,0,20.0,2024-01-30,2024-01-27,0.7,266.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-01-31,503,3,Snacks,Barras de Cereal,2024,1,False,False,True
32,2024-02-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,362,10,352,80,180,500,0,20.0,2024-01-23,2024-01-28,0.7,253.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-01,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
33,2024-02-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,343,33,310,80,180,500,0,20.0,2024-01-31,2024-01-30,0.7,240.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-02,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
34,2024-02-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,322,18,304,80,180,500,0,22.0,2024-01-30,2024-01-30,0.7,225.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-03,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
35,2024-02-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,304,35,269,80,180,500,0,22.0,2024-01-26,2024-02-02,0.7,212.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-04,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
36,2024-02-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,283,32,251,80,180,500,0,20.0,2024-01-31,2024-02-01,0.7,198.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-05,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
37,2024-02-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,263,24,239,80,180,500,0,20.0,2024-02-04,2024-02-03,0.7,184.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-06,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
38,2024-02-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,244,10,234,80,180,500,0,20.0,2024-01-29,2024-02-04,0.7,170.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-07,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
39,2024-02-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,324,10,314,80,180,500,0,20.0,2024-02-02,2024-02-04,0.7,226.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-08,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
40,2024-02-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,304,39,265,80,180,500,0,20.0,2024-02-07,2024-02-08,0.7,212.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-09,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
41,2024-02-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,281,19,262,80,180,500,0,22.0,2024-02-06,2024-02-06,0.7,196.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-10,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
42,2024-02-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,258,37,221,80,180,500,0,22.0,2024-02-07,2024-02-07,0.7,180.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-11,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
43,2024-02-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,235,21,214,80,180,500,0,22.0,2024-02-08,2024-02-09,0.7,164.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-12,503,3,Snacks,Barras de Cereal,2024,2,False,True,False
44,2024-02-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,317,14,303,80,180,500,0,20.0,2024-02-10,2024-02-09,0.7,221.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-13,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
45,2024-02-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,301,11,290,80,180,500,0,20.0,2024-02-09,2024-02-12,0.7,210.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-14,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
46,2024-02-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,381,36,345,80,180,500,0,20.0,2024-02-13,2024-02-12,0.7,266.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-15,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
47,2024-02-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,361,36,325,80,180,500,0,20.0,2024-02-08,2024-02-14,0.7,252.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-16,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
48,2024-02-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,339,10,329,80,180,500,0,22.0,2024-02-12,2024-02-16,0.7,237.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-17,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
49,2024-02-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,318,14,304,80,180,500,0,22.0,2024-02-10,2024-02-16,0.7,222.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-18,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
50,2024-02-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,299,31,268,80,180,500,0,20.0,2024-02-13,2024-02-17,0.7,209.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-19,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
51,2024-02-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,274,11,263,80,180,500,0,20.0,2024-02-13,2024-02-17,0.7,191.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-20,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
52,2024-02-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,354,26,328,80,180,500,0,20.0,2024-02-19,2024-02-20,0.7,247.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-21,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
53,2024-02-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,331,22,309,80,180,500,0,20.0,2024-02-19,2024-02-19,0.7,231.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-22,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
54,2024-02-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,311,27,284,80,180,500,0,20.0,2024-02-16,2024-02-21,0.7,217.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-23,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
55,2024-02-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,292,19,273,80,180,500,0,22.0,2024-02-20,2024-02-22,0.7,204.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-24,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
56,2024-02-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,272,27,245,80,180,500,0,22.0,2024-02-21,2024-02-23,0.7,190.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-25,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
57,2024-02-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,254,28,226,80,180,500,0,20.0,2024-02-21,2024-02-22,0.7,177.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-26,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
58,2024-02-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,336,15,321,80,180,500,0,20.0,2024-02-21,2024-02-23,0.7,235.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-27,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
59,2024-02-28,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,313,33,280,80,180,500,0,20.0,2024-02-22,2024-02-26,0.7,219.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-28,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
60,2024-02-29,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,395,11,384,80,180,500,0,20.0,2024-02-28,2024-02-26,0.7,276.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-02-29,503,3,Snacks,Barras de Cereal,2024,2,False,False,False
61,2024-03-01,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,476,17,459,80,180,500,0,20.0,2024-02-28,2024-02-28,0.7,333.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-01,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
62,2024-03-02,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,456,12,444,80,180,500,0,22.0,2024-02-26,2024-02-27,0.7,319.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-02,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
63,2024-03-03,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,537,11,526,80,180,500,0,22.0,2024-02-24,2024-03-02,0.7,375.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-03,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
64,2024-03-04,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,517,25,492,80,180,500,0,20.0,2024-02-25,2024-03-03,0.7,361.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-04,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
65,2024-03-05,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,594,25,569,80,180,500,0,20.0,2024-02-26,2024-03-04,0.7,415.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-05,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
66,2024-03-06,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,574,33,541,80,180,500,0,20.0,2024-02-29,2024-03-02,0.7,401.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-06,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
67,2024-03-07,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,558,34,524,80,180,500,0,20.0,2024-03-06,2024-03-06,0.7,390.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-07,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
68,2024-03-08,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,538,39,499,80,180,500,0,20.0,2024-03-04,2024-03-04,0.7,376.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-08,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
69,2024-03-09,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,513,15,498,80,180,500,0,22.0,2024-03-03,2024-03-05,0.7,359.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-09,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
70,2024-03-10,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,592,36,556,80,180,500,0,22.0,2024-03-09,2024-03-09,0.7,414.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-10,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
71,2024-03-11,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,572,37,535,80,180,500,0,20.0,2024-03-10,2024-03-09,0.7,400.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-11,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
72,2024-03-12,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,651,22,629,80,180,500,0,20.0,2024-03-07,2024-03-08,0.7,455.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-12,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
73,2024-03-13,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,625,34,591,80,180,500,0,20.0,2024-03-09,2024-03-09,0.7,437.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-13,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
74,2024-03-14,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,605,30,575,80,180,500,0,20.0,2024-03-05,2024-03-10,0.7,423.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-14,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
75,2024-03-15,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,585,32,553,80,180,500,0,20.0,2024-03-08,2024-03-13,0.7,409.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-15,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
76,2024-03-16,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,564,35,529,80,180,500,0,22.0,2024-03-13,2024-03-13,0.7,394.8,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-16,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
77,2024-03-17,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,642,14,628,80,180,500,0,22.0,2024-03-10,2024-03-16,0.7,449.4,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-17,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
78,2024-03-18,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,627,36,591,80,180,500,0,20.0,2024-03-09,2024-03-14,0.7,438.9,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-18,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
79,2024-03-19,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,708,10,698,80,180,500,0,20.0,2024-03-15,2024-03-17,0.7,495.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-19,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
80,2024-03-20,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,689,27,662,80,180,500,0,20.0,2024-03-18,2024-03-19,0.7,482.3,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-20,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
81,2024-03-21,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,671,19,652,80,180,500,0,20.0,2024-03-15,2024-03-20,0.7,469.7,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-21,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
82,2024-03-22,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,750,28,722,80,180,500,0,20.0,2024-03-17,2024-03-19,0.7,525.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-22,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
83,2024-03-23,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,830,18,812,80,180,500,0,22.0,2024-03-16,2024-03-21,0.7,581.0,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-23,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
84,2024-03-24,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,806,11,795,80,180,500,0,22.0,2024-03-21,2024-03-20,0.7,564.2,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-24,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
85,2024-03-25,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,885,21,864,80,180,500,0,20.0,2024-03-17,2024-03-24,0.7,619.5,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-25,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
86,2024-03-26,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,868,25,843,80,180,500,0,20.0,2024-03-21,2024-03-23,0.7,607.6,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-26,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
87,2024-03-27,103,Barra Cereal Choco,CRT-103,203,Proveedor C,3,853,25,828,80,180,500,0,20.0,2024-03-26,2024-03-26,0.7,597.1,2025-10-30,BATCH-C1,Almacén Central,Pasillo 3,Sur,activo,1,2024-03-27,503,3,Snacks,Barras de Cereal,2024,3,False,False,False
